Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree
,Dual Degree - Master of Business Administration - Business Analytics & Master of Science - Business Analytics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Consulting & Master of Science - Business Analytics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Entrepreneurship & Master of Science - Business Analytics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Finance & Master of Science - Business Analytics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Information Management & Master of Science - Business Analytics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Marketing & Master of Science - Business Analytics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Supply Chain Management & Master of Science - Business Analytics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration & Master of Science - Business Analytics,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Business Analytics & Master of Science - Finance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration -  Consulting & Master of Science - Finance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Entrepreneurship & Master of Science - Finance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Finance & Master of Science - Finance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Information Management & Master of Science - Finance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Marketing & Master of Science - Finance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Supply Chain Management & Master of Science - Finance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration & Master of Science - Finance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration & Master of Science - Information Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Business Analytics & Master of Science - Information Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Consulting & Master of Science - Information Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Entrepreneurship & Master of Science - Information Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Finance & Master of Science - Information Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Marketing & Master of Science - Information Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Supply Chain Management & Master of Science - Information Management,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Entrepreneurship & Master of Legal Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Finance & Master of Legal Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Healthcare Management & Master of Legal Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - International Business & Master of Legal Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Leadership & Master of Legal Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Marketing & Master of Legal Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Dual Degree - Master of Business Administration - Supply Chain Management & Master of Legal Studies,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,Master of Fine Arts - Dance,"Tuition: US$ 25,406.00",US$ 0.00,Start: Jan 2020Aug 2020Jan 2021Aug 2021,
,Master of Arts - Philosophy,"Tuition: US$ 25,406.00",US$ 0.00,Start: Aug 2020Aug 2021,
,International Graduate Preparation Program,"Tuition: US$ 3,980.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Intensive English Program - Graduate Law,"Tuition: US$ 14,000.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
,Intensive English Program,"Tuition: US$ 14,000.00",US$ 0.00,Start: Jan 2020May 2020Aug 2020Jan 2021May 2021Aug 2021,
